Rank	Name	NA_Sales	EU_Sales	JP_Sales	Other_Sales
468	Gears of War: Ultimate Edition	2.38	0.32	0	0.31
469	NBA 2K13	2.6	0.21	0.01	0.19
470	Dragon Ball Z: Budokai Tenkaichi 3	1.15	0	0.76	1.09
471	wwe Smackdown vs. Raw 2006	1.57	1.02	0	0.41
472	Middle-Earth: Shadow of Mordor	1.01	1.41	0.05	0.53
473	Star Fox	1.61	0.51	0.8	0.07
474	The Sims: Livin Large	1.67	1.18	0	0.13
475	World Soccer Winning Eleven 6 International	0.12	1.26	1.16	0.45
476	Devil May Cry	1.36	0.86	0.64	0.13
477	Animal Crossing: Happy Home Designer	0.47	1	1.39	0.12
478	Battlefield: Bad Company 2	1.33	1.12	0.08	0.45
479	The Sims 4	0.96	1.72	0	0.29
480	Star Wars: The Old Republic	1.58	1.01	0	0.38
481	Sonic Heroes	1.04	1.37	0.06	0.49
482	Kirby Super Star Ultra	1.57	0.04	1.19	0.15
483	Hitman 2: Silent Assassin	1.36	1.15	0.04	0.41
484	Street Fighter IV	1.82	0.71	0.15	0.26
485	Wave Race 64	1.98	0.58	0.34	0.04
486	SOCOM II: U.S. Navy SEALs	2.22	0.51	0.06	0.15
487	WWE SmackDown! vs. RAW 2006	1.45	1.11	0.04	0.33
488	inFAMOUS	1.76	0.69	0.12	0.37
489	Pac-Man Collection	2.07	0.77	0.05	0.05
490	Mass Effect	1.83	0.8	0.03	0.27
491	WarioWare: Smooth Moves	0.87	1.06	0.73	0.26
492	Cooking Mama: Cook Off	1.43	1.13	0.05	0.3
493	Super Mario World 2: Yoshi's Island	1.75	0.45	0.62	0.09
494	FIFA 14	0.61	1.85	0.11	0.33
495	Titanfall	1.84	0.8	0.04	0.22
496	Sonic Mega Collection Plus	1.54	1.14	0	0.22
497	Sega Superstars Tennis	1.75	0.86	0	0.28
498	World Soccer Winning Eleven 7 International	0.08	1.24	1.13	0.45
499	Need for Speed: Most Wanted	0.71	1.51	0.06	0.61
500	Hot Shots Golf 3	0.99	0.32	1.38	0.2
501	Call of Duty: Finest Hour	1.51	1.12	0.01	0.24
502	Zumba Fitness 2	1.54	1.07	0	0.28
503	Syphon Filter	2.03	0.72	0.02	0.11
504	Imagine: Babyz	1.3	1.27	0	0.31
505	Colin McRae Rally	0.09	2.43	0.12	0.22
506	Call of Duty: Ghosts	1.87	0.77	0	0.22
507	Madden NFL 13	2.53	0.16	0	0.17
508	The Elder Scrolls III: Morrowind	2.09	0.63	0.03	0.11
509	Mortal Kombat	1.98	0.55	0	0.32
510	F-Zero	1.37	0.51	0.89	0.07
511	Yoshi's Story	1.29	0.53	0.98	0.05
512	Command & Conquer: Red Alert	1.37	1.34	0	0.14
513	Skylanders: Spyro's Adventure	1.4	1.14	0	0.31
514	FIFA 16	0.4	1.98	0.05	0.42
515	Assassin's Creed: Brotherhood	1.87	0.57	0.11	0.3
516	BioShock	1.65	0.86	0.05	0.28
517	Madden NFL 10	2.52	0.09	0	0.22
518	Medal of Honor	1.28	1.05	0.07	0.43
519	WWE SmackDown! vs. Raw	1.32	1.08	0.04	0.39
520	Metroid Prime	1.96	0.67	0.1	0.09
521	Finding Nemo	1.59	1.05	0.04	0.14
522	Myst	0.02	2.79	0	0
523	Need for Speed: Hot Pursuit	1.05	1.25	0.03	0.48
524	Imagine: Fashion Designer	1.32	1.19	0	0.3
525	WWE SmackDown! Here Comes the Pain	1.32	1.06	0.04	0.38
526	Star Wars: The Force Unleashed	1.74	0.8	0	0.26
527	Yoshi's Island DS	1.47	0.07	1.1	0.15
528	Hot Shots Golf	0.29	0.2	2.13	0.18
529	Killzone 3	1.45	0.88	0.09	0.38
530	A Bug's Life	1.96	0.72	0	0.11
531	WWF SmackDown! Just Bring It	1.19	1.15	0.04	0.41
532	Dragon Quest V: Tenkuu no Hanayome	0	0	2.78	0.01
533	Mortal Kombat Trilogy	1.98	0.7	0	0.11
534	Battlefield 3	0.89	1.43	0	0.48
535	NBA Street	2.19	0.22	0	0.38
536	Professor Layton and the Last Specter	0.3	1.47	0.68	0.34
537	Monster Hunter Tri	0.46	0.29	1.96	0.07
538	Jak II	1.68	0.74	0	0.36
539	inFAMOUS: Second Son	1.27	0.97	0.07	0.47
540	Ratchet & Clank: Going Commando	1.44	0.83	0.26	0.25
541	Tekken 6	1.2	0.98	0.17	0.43
542	The Sims	1.41	1.12	0	0.24
543	Sonic and the Secret Rings	1.24	1.2	0.04	0.3
544	Saints Row: The Third	1.25	1.15	0.07	0.3
545	Missile Command	2.56	0.17	0	0.03
546	Mario Paint	1.43	0.54	0.71	0.07
547	Assassin's Creed IV: Black Flag	1.07	1.31	0.06	0.31
548	Pok‹¨«‹¨«mon Stadi	1.02	0.36	1.13	0.23
549	Metroid	1.33	0.31	1.04	0.05
550	L.A. Noire	1.52	0.94	0.02	0.24
551	Call of Duty 3	1.49	0.93	0.02	0.27
552	The Legend of Zelda: A Link to the Past	1.75	0.52	0.33	0.1
553	Onimusha: Warlords	0.99	0.48	1.09	0.14
554	Mortal Kombat X	1.47	0.76	0	0.47
555	Mario Party	1.25	0.53	0.87	0.05
556	Madden NFL 12	2.42	0.11	0	0.16
557	LEGO Star Wars II: The Original Trilogy	1.85	0.64	0.01	0.19
558	Madden NFL 11	2.38	0.12	0	0.18
559	Mario vs. Donkey Kong: Mini-Land Mayhem!	1.63	0.52	0.35	0.18
560	Skate 3	1.46	0.98	0	0.24
561	Burnout 3: Takedown	1.23	1.11	0	0.34
562	Yokai Watch 2 Shinuchi	0	0	2.68	0
563	Need for Speed: Shift	0.69	1.41	0.04	0.53
564	Final Fantasy XIII-2	0.78	0.75	0.89	0.26
565	Mortal Kombat	1.95	0.63	0	0.09
566	Call Of Duty 2: Big Red One	1.48	0.92	0.01	0.26
567	Guitar Hero: World Tour	1.78	0.64	0	0.25
568	Medal of Honor	1.44	1.09	0	0.14
569	Fable	1.99	0.58	0	0.09
570	Hannah Montana	1.59	0.8	0	0.26
571	Tom Clancy's Splinter Cell	1.15	1.11	0	0.4
572	Skylanders Giants	1.56	0.88	0	0.22
573	Medal of Honor Heroes	0.86	1.11	0.01	0.66
574	Super Mario Bros.: The Lost Levels	0	0	2.65	0
575	Star Wars: Shadows of the Empire	2	0.5	0.12	0.03
576	LEGO Star Wars: The Complete Saga	1.53	0.87	0	0.24
577	Midnight Club: Street Racing	2	0.47	0.02	0.14
578	Pac-Man: Adventures in Time	0.76	1.1	0.12	0.65
579	Halo Wars	1.53	0.82	0.04	0.24
580	God of War Collection	1.7	0.46	0.06	0.41
581	ESPN NFL 2K5	2.15	0.12	0	0.36
582	Mario Strikers Charged	1.07	1.06	0.24	0.25
583	Medal of Honor	1.55	0.81	0.04	0.21
584	FIFA Soccer 10	0.59	1.79	0.01	0.23
585	NBA 2K12	2.31	0.14	0.01	0.16
586	Style Savvy	0.63	0.84	0.96	0.19
587	Harry Potter and the Chamber of Secrets	0.9	1.22	0.04	0.44
588	Super Mario All-Stars: Limited Edition	1.02	0.52	0.92	0.14
589	Streets of Rage	1.86	0.55	0.11	0.08
590	FIFA Soccer 09	0.48	1.63	0.04	0.43
591	Ratchet & Clank Future: Tools of Destruction	0.93	1.12	0.08	0.45
592	NBA Live 2005	2.03	0.21	0	0.35
593	LittleBigPlanet	0.64	1.24	0.01	0.69
594	Killzone: Shadow Fall	0.89	1.33	0.07	0.28
595	Ghostbusters: The Video Game (DS Version)	1.04	1.24	0.03	0.27
596	Monster Hunter Freedom 2	0.37	0.27	1.75	0.18
597	WWE SmackDown vs. RAW 2007	1.4	0.88	0.03	0.26
598	Ratchet & Clank: Up Your Arsenal	1.31	0.74	0.31	0.22
599	Art Academy	0.28	1.68	0.33	0.28
600	Dragon Age: Origins	1.76	0.56	0.03	0.22
601	Madden NFL 08	2.14	0.08	0	0.35
602	Sonic Adventure 2 Battle	1.7	0.59	0.21	0.07
603	Dragon Warrior II	0.15	0	2.41	0
604	Madden NFL 13	2.11	0.23	0	0.22
605	Pok‹¨«‹¨«mon Colos	1.21	0.57	0.7	0.07
606	Deca Sports	1.13	0.87	0.29	0.25
607	Madden NFL 09	2.21	0.12	0	0.2
608	Space Invaders	2.36	0.14	0	0.03
609	Crazy Taxi	1.13	1.12	0.06	0.22
610	Perfect Dark	1.55	0.75	0.16	0.06
611	Game Party	1.5	0.78	0	0.24
612	Dragon Warrior	0.49	0	0.52	1.51
613	Tomb Raider (2013)	0.6	1.31	0.08	0.52
614	Marvel: Ultimate Alliance	2.29	0.02	0	0.19
615	PES 2009: Pro Evolution Soccer	0.13	0.07	0.26	2.05
616	Mario Party 2	1.28	0.14	1.08	0.01
617	Saints Row: The Third	0.86	1.06	0.18	0.39
618	Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City	1.84	0.56	0	0.09
619	LEGO Harry Potter: Years 1-4	1.29	0.97	0	0.23
620	Mortal Kombat: Deadly Alliance	1.81	0.52	0	0.15
621	Resistance 2	1.15	0.85	0.1	0.39
622	Pure	1.38	0.85	0	0.25
623	Tomb Raider: The Last Revelation	1.15	1.14	0.06	0.13
624	NBA 2K13	1.72	0.44	0.05	0.27
625	Rock Band	1.93	0.34	0	0.21
626	NBA 2K14	2.1	0.2	0	0.17
627	Mario Party 4	1.13	0.36	0.92	0.07
628	uDraw Studio	1.67	0.58	0	0.2
629	Midnight Club: Los Angeles	1.55	0.54	0.05	0.31
630	Final Fantasy V	0	0	2.43	0.02
631	Final Fantasy Tactics	0.93	0.12	1.34	0.06
632	Twisted Metal 2	2.12	0.25	0	0.07
633	Halo: Combat Evolved Anniversary	1.44	0.73	0.04	0.22
634	Need for Speed Carbon: Own the City	0.87	0.98	0	0.59
635	The Sims: Bustin' Out	1.07	1.19	0	0.18
636	Riven: The Sequel to Myst	1.52	0.82	0	0.1
637	Tom Clancy's Rainbow Six: Vegas 2	1.56	0.61	0.02	0.23
638	Sonic Adventure	1.26	0.61	0.46	0.08
639	Ice Hockey	1.27	0.32	0.78	0.05
640	pro evolution soccer 2011	0.29	1.18	0.54	0.41
641	Dragon Ball Z: Budokai 2	1.63	0.22	0.51	0.06
642	ATV Offroad Fury	2.07	0.26	0	0.08
643	Dino Crisis	0.81	0.76	0.7	0.14
644	Minecraft	1.43	0.76	0	0.22
645	Need for Speed: ProStreet	0.69	0	0.04	1.68
646	Madden NFL 16	2.07	0.08	0	0.26
647	Tetris Plus	2.1	0.24	0	0.07
648	Pro Wrestling	0.77	0.18	1.42	0.03
649	Theme Hospital	2.3	0.1	0	0
650	Frogger's Adventures: Temple of the Frog	2.15	0.18	0	0.07
651	Need for Speed (2015)	0.49	1.49	0.05	0.36
652	Zumba Fitness	1.74	0.48	0	0.18
653	LEGO Indiana Jones: The Original Adventures	1.54	0.63	0	0.22
655	Monopoly	1.49	0.81	0	0.1
656	Batman: Arkham Origins	1.07	0.87	0.04	0.4
657	Dead Island	1.48	0.71	0	0.2
658	Guitar Hero	1.67	0.61	0.03	0.07
659	LEGO Star Wars: The Complete Saga	1.02	0.97	0	0.39
660	Kinect: Disneyland Adventures	1.73	0.46	0.02	0.18
661	WCW/nWo Revenge	1.94	0.39	0.03	0.02
662	Bloodborne	1	0.76	0.26	0.36
663	NBA 2K15	1.46	0.54	0.01	0.37
664	Madden NFL 11	2.04	0.15	0	0.19
665	Yu-Gi-Oh! The Duelists of the Roses	1.16	0.91	0	0.3
666	Madden NFL 08	2.18	0.01	0	0.18
667	Half-Life 2	2.28	0.02	0.08	0
668	The Incredibles	0.96	1.08	0.04	0.3
669	Tony Hawk's Underground 2	1.25	0.86	0.01	0.26
670	Madden NFL 10	2.03	0.13	0	0.21
671	Kinect Sports: Season Two	1.38	0.74	0.02	0.22
672	Kirby's Dream Land 2	0.69	0.14	1.48	0.05
673	LEGO Harry Potter: Years 1-4	1.07	1.05	0	0.23
674	Donkey Kong Land II	1.39	0.48	0.4	0.08
675	Dragon Warrior Monsters	0	0	2.34	0.01
676	Midnight Club: Los Angeles	1.68	0.46	0.01	0.2
677	Skylanders SWAP Force	1.32	0.83	0	0.2
678	WWE SmackDown vs Raw 2008	0.92	0	0.01	1.41
679	My Fitness Coach	1.2	0.9	0	0.24
680	Resident Evil - Code: Veronica X	1.08	0.7	0.34	0.21
681	The Sims 3	1.27	0.86	0	0.2
682	The Legend of Zelda: Majora's Mask 3D	1.14	0.54	0.47	0.17
683	NBA 2K16	1.93	0.14	0	0.24
684	Just Dance Kids	1.57	0.56	0	0.19
685	Mario Tennis	0.78	0.4	1.06	0.07
686	Grand Theft Auto	0.79	1.35	0.04	0.14
687	James Bond 007: Everything or Nothing	0.85	1.06	0.09	0.32
688	WarioWare Touched!	0.52	0.45	1.21	0.13
689	Need For Speed: High Stakes	1.58	0.64	0	0.09
690	Chrono Trigger	0.28	0	2.02	0.01
691	Cool Boarders 3	1.65	0.46	0.1	0.1
692	LEGO Marvel Super Heroes	1.24	0.85	0	0.21
693	Guild Wars 2	0.95	1.06	0	0.29
694	Pokemon Ranger: Shadows of Almia	0.95	0.54	0.62	0.18
695	Dead Island	1.08	0.75	0.15	0.31
696	Tomb Raider II	0.91	1.25	0	0.13
697	God of War: Ascension	1.23	0.68	0.04	0.34
698	Need for Speed Underground 2	1.38	0.8	0	0.1
699	Pro Evolution Soccer 2010	0.3	1.27	0.46	0.26
700	Just Dance 2015	1.11	0.98	0	0.2
701	Yokai Watch Busters	0	0	2.28	0
702	Mario Bros.	0.51	0.12	1.63	0.02
703	FIFA Soccer 09	0.38	0.07	0.01	1.82
704	Star Wars: The Force Unleashed	1.01	0.9	0	0.37
705	Borderlands 2	1.05	0.77	0.1	0.36
706	TOCA Touring Car Championship	0.07	2	0.02	0.18
707	Paper Mario: Sticker Star	1.12	0.39	0.64	0.12
708	Sonic's Ultimate Genesis Collection	1.34	0.62	0	0.31
709	Super Monkey Ball: Banana Blitz	1.07	0.92	0.04	0.24
710	Kirby: Nightmare in Dream Land	1.22	0.1	0.91	0.04
711	Wario Land 4	0.9	0.73	0.54	0.09
712	Guitar Hero III: Legends of Rock	1.4	0.54	0.02	0.3
713	Call of Duty 3	1.19	0.84	0	0.23
714	Resident Evil 4	1.34	0.57	0.14	0.21
715	Minecraft	0.28	0.79	0.87	0.32
716	Onimusha 2: Samurai's Destiny	0.62	0.44	1.06	0.13
717	Cool Boarders 2	1.52	0.46	0.2	0.08
718	Paper Mario: The Thousand-Year Door	1.48	0.25	0.46	0.06
719	Madden NFL 12	1.93	0.15	0	0.17
720	Monster Hunter Tri	0.67	0.41	1.05	0.11
721	Dissidia: Final Fantasy	0.51	0.51	0.91	0.32
722	Sonic Advance	1.19	0.71	0.22	0.13
723	Spyro: Season of Ice	1.29	0.83	0	0.11
724	Teenage Mutant Ninja Turtles II: The Arcade Game	1.74	0.25	0.21	0.03
725	LEGO Indiana Jones: The Original Adventures	1.42	0.61	0	0.21
726	Dance Dance Revolution X2	1.09	0.85	0	0.28
727	New Super Luigi U	1.27	0.62	0.18	0.16
728	Prince of Persia: The Sands of Time	0.88	1.03	0	0.31
729	Scribblenauts	1.71	0.32	0.02	0.18
730	The Legend of Zelda: Link's Awakening DX	1	0.63	0.45	0.13
731	Need for Speed: Hot Pursuit	1.03	0.98	0	0.21
732	BioShock 2	1.45	0.55	0.02	0.19
733	Assassin's Creed IV: Black Flag	1.47	0.55	0	0.19
734	Devil May Cry 3: Dante's Awakening Special Edition	1.06	0.82	0.05	0.28
735	Rock Band 2	1.78	0.24	0	0.18
736	Frogger	2.06	0.12	0	0.02
737	Guitar Hero II	2.01	0.02	0	0.17
738	Wario Land 3	1.11	0.51	0.34	0.23
739	Pro Yakyuu Family Stadium	0.15	0	2.05	0
740	Sonic Unleashed	1.28	0.68	0.02	0.21
741	High School Musical: Makin' the Cut!	1.06	0.91	0	0.23
742	Pro Evolution Soccer 2012	0.34	0.97	0.55	0.33
743	Saints Row	1.17	0.78	0.02	0.22
744	Star Wars: Knights of the Old Republic	1.68	0.44	0	0.08
745	Kirby's Pinball Land	0.87	0.17	1.1	0.05
746	Donkey Kong Country	1.04	0.72	0.3	0.13
747	Hitman: Absolution	0.59	1.07	0.07	0.45
748	Yu-Gi-Oh: Duel Monsters 4	0	0	2.17	0.01
749	ATV Offroad Fury 2	1.92	0.2	0	0.06
750	Forza Motorsport 5	1.21	0.78	0.01	0.17
751	Madden NFL 25	1.97	0.07	0	0.13
752	Pokemon Ranger	1.29	0.04	0.73	0.12
753	Mario & Luigi: Superstar Saga	1.48	0.17	0.47	0.06
754	Final Fantasy XIII	1.27	0.68	0.01	0.2
755	Star Wars: Rogue Squadron	1.6	0.46	0.08	0.03
756	Tennis	0.48	0.11	1.56	0.02
757	The Sims: House Party	1.23	0.83	0	0.1
758	Your Shape featuring Jenny McCarthy	1.51	0.47	0	0.18
759	Syphon Filter 2	1.5	0.55	0.02	0.08
760	Tom Clancy's Rainbow Six: Siege	0.54	1.16	0.13	0.32
761	Volleyball	0.14	0.03	1.98	0
762	FIFA 15	0.6	1.41	0	0.14
763	Call of Duty: Roads to Victory	0.52	1.03	0	0.59
764	Super Mario RPG: Legend of the Seven Stars	0.66	0	1.45	0.03
765	Mahjong	0.01	0	2.13	0
766	R.C. Pro-Am	1.47	0.38	0.19	0.1
767	SimCity 2000	1.2	0.84	0	0.1
768	Demon Attack	1.99	0.12	0	0.02
769	Dance Dance Revolution Extreme	1.04	0.81	0	0.27
770	Tetris DS	0.64	0.07	1.35	0.08
771	Final Fantasy Tactics Advance	0.82	0.37	0.89	0.05
772	Far Cry: Primal	0.59	1.16	0.06	0.33
773	Toy Story 3: The Video Game	0.93	0.97	0.02	0.21
774	Final Fantasy III	0.91	0.05	1.07	0.09
775	Kirby's Epic Yarn	1.47	0.09	0.45	0.11
776	Project Gotham Racing	1.37	0.61	0.05	0.09
777	Golf	0.83	0.33	0.92	0.04
778	NBA 2K12	1.61	0.27	0.05	0.18
779	Borderlands	1.2	0.62	0	0.29
780	Tony Hawk's Pro Skater	1.68	0.4	0	0.03
781	PES 2009: Pro Evolution Soccer	0.11	1.34	0.4	0.26
782	Need for Speed: Hot Pursuit 2	1.68	0.31	0.02	0.09
783	Mario Sports Mix	0.9	0.45	0.63	0.13
784	Rock Band	1.35	0.56	0	0.2
785	Dynasty Warriors 4	0.63	0.21	1.13	0.13
786	Mortal Kombat	1.63	0.33	0	0.15
787	Parasite Eve	0.94	0.07	1.05	0.04
788	Scooby-Doo! Night of 100 Frights	1.17	0.72	0	0.22
789	Project Gotham Racing (JP weekly sales)	1.54	0.44	0.04	0.07
790	Need for Speed: Most Wanted 5-1-0	1.77	0.13	0.02	0.18
791	Portal 2	1.41	0.51	0.01	0.17
792	Devil May Cry 3: Dante's Awakening	0.99	0.63	0.29	0.19
793	Derby Stallion	0	0	1.96	0.14
794	Dead Rising	1.16	0.65	0.08	0.2
795	Finding Nemo	1.26	0.6	0.05	0.18
796	NBA 2K11	1.84	0.12	0.01	0.13
797	Wipeout: The Game	1.97	0	0	0.12
798	The Sims 2: Pets	0.92	0.94	0	0.22
799	Battlefield: Hardline	0.7	0.93	0.14	0.32
800	Metal Gear Solid: Peace Walker	0.46	0.42	0.96	0.25
801	World of Warcraft: Cataclysm	1.77	0.32	0	0
802	Tetris Worlds	1.11	0.71	0	0.27
803	Need For Speed: Undercover	0.63	1.02	0.05	0.39
804	Dance Dance Revolution: Hottest Party	1.36	0.52	0	0.2
805	Mario Party 5	0.97	0.33	0.73	0.06
806	Ghostbusters: The Video Game (DS Version)	0.59	0.99	0.13	0.36
807	Sim Theme Park	2.04	0.04	0	0
808	Warcraft: Orcs & Humans	0.89	1.08	0	0.11
809	Skate 3	0.79	0.94	0	0.35
810	Spec Ops: Airborne Commando	1.54	0.46	0	0.08
811	Kingdom Hearts: Birth by Sleep	0.63	0.42	0.75	0.26
812	UFC 2009 Undisputed	1.48	0.39	0	0.19
813	Dark Souls	0.75	0.54	0.54	0.23
814	Yu-Gi-Oh! The Eternal Duelist Soul	1.64	0.36	0	0.07
815	Need for Speed: ProStreet	1.04	0.8	0.01	0.22
816	The Sims 3	0.73	0.97	0.02	0.34
817	Tom Clancy's Splinter Cell: Conviction	1.2	0.63	0.04	0.19
818	Pokemon Mystery Dungeon: Red/Blue Rescue Team	0.71	0.52	0.74	0.08
819	The Incredibles	1.15	0.77	0.04	0.1
820	R4: Ridge Racer Type 4	0.68	0.46	0.79	0.13
821	SoulCalibur II	1.06	0.62	0.13	0.25
822	Mario & Luigi: Dream Team	0.89	0.57	0.46	0.13
823	Need for Speed: ProStreet	0.73	0.92	0.04	0.37
824	Carnival Games	1.23	0.64	0	0.19
825	NBA 2K14	1.43	0.33	0.04	0.25
826	Pok‹¨«‹¨«mon Mystery Dungeon: Blue Rescue 	1.16	0.06	0.83	0
827	Sonic Mega Collection	1.47	0.48	0.05	0.06
828	Diablo III	0.71	0.83	0.15	0.35
829	NBA Jam	1.75	0.25	0	0.05
830	PGR4 - Project Gotham Racing 4	0.48	1.29	0.02	0.25
831	Kingdom Hearts 358/2 Days	1.11	0.27	0.53	0.14
832	Dance Central 2	1.45	0.42	0.01	0.16
833	Rayman Raving Rabbids: TV Party	0.73	1.09	0	0.23
834	SOCOM: U.S. Navy SEALs: Combined Assault	1.74	0.02	0	0.28
835	Peter Jackson's King Kong: The Official Game of the Movie	0.71	1.02	0	0.31
836	Donkey Kong Country	1.2	0.48	0.29	0.07
837	Need for Speed: The Run	0.58	1.06	0.03	0.37
838	Madden NFL 15	1.53	0.25	0	0.25
839	1080‹¨«‹¨«: TenEighty Snowboar	1.25	0.61	0.13	0.05
840	Just Dance 3	1.47	0.4	0	0.16
841	NBA Live 2004	1.57	0.18	0	0.27
842	Dead Space	1.05	0.67	0	0.3
843	Call of Duty 2	1.81	0.05	0.01	0.15
844	Madden NFL 15	1.76	0.09	0	0.17
845	Forza Horizon	0.82	0.98	0.04	0.18
846	TouchMaster	0.49	1.27	0	0.25
847	Tom Clancy's The Division	1.2	0.62	0	0.18
848	LEGO Marvel Super Heroes	0.77	0.85	0.01	0.37
849	Fire Emblem: Awakening	0.89	0.45	0.53	0.13
850	DriveClub	0.35	1.31	0.02	0.33
851	Super Street Fighter II	0.52	0.16	1.29	0.03
852	Mortal Kombat vs. DC Universe	1.48	0.3	0	0.22
853	Tenchu: Stealth Assassins	0.95	0.64	0.27	0.13
854	Tennis	0.75	0.3	0.9	0.04
855	Harry Potter and the Chamber of Secrets	1.21	0.64	0.05	0.09
856	Harry Potter and the Chamber of Secrets	0.75	1.09	0.02	0.12
857	SimCity	0.93	0.27	0.75	0.04
858	Battlefield 4	1.25	0.58	0	0.16
859	Resident Evil 6	1.11	0.63	0.07	0.16
860	Dragon Age: Inquisition	0.72	0.86	0.08	0.32
861	Sonic Classic Collection	0.99	0.8	0	0.18
862	Spyro: Enter the Dragonfly	0.74	0.95	0	0.28
863	Call of Duty: World at War	1.2	0.59	0	0.19
864	Devil May Cry 2	0.71	0.58	0.51	0.17
865	Burnout Paradise	1.01	0.64	0.02	0.3
866	E.T.: The Extra Terrestrial	1.84	0.11	0	0.02
867	BioShock Infinite	1.22	0.57	0.02	0.15
868	Hot Shots Golf: Open Tee	0.5	0.5	0.63	0.33
869	Rad Racer	1.13	0.37	0.41	0.05
870	Soccer	0.18	0.23	1.53	0.02
871	Kirby Squeak Squad	0.79	0.03	1.05	0.08
872	Tom Clancy's Rainbow Six: Vegas	1.09	0.65	0.02	0.2
873	Destiny	1.3	0.49	0	0.16
874	Crash Nitro Kart	0.74	1.01	0	0.2
875	Grand Theft Auto: San Andreas	1.26	0.61	0	0.09
876	Star Wars: Dark Forces	1.09	0.77	0	0.09
877	NBA Street Vol. 2	1.69	0.2	0	0.06
878	Def Jam Vendetta	0.95	0.74	0	0.25
879	FIFA Soccer 09	0.49	1.26	0.01	0.18
880	Who wants to be a millionaire	1.94	0	0	0
881	Scooby Doo and the Cyber Chase	0.59	1.23	0	0.13
882	Alleyway	0.96	0.38	0.55	0.05
883	Dragon Ball Z: Budokai 3	1.09	0.15	0.65	0.04
884	Jet Moto 2	1.41	0.42	0.03	0.07
885	Tom Clancy's Ghost Recon	1.42	0.4	0	0.12
886	X-Men Legends	1	0.72	0	0.21
887	Batman: Arkham Origins	1.15	0.61	0	0.17
888	Guitar Hero: World Tour	1.1	0.56	0	0.27
889	Mortal Kombat II	1.48	0.39	0	0.06
890	Virtua Fighter 2	0.34	0.26	1.3	0.03
891	Tetris DX	1.06	0.6	0.2	0.07
892	Mortal Kombat vs. DC Universe	1.53	0.24	0	0.16
893	Watch Dogs	0.56	0.89	0.1	0.37
894	Mario Super Sluggers	1.51	0	0.29	0.12
895	Tomb Raider (2013)	0.86	0.87	0.01	0.17
896	The Legend of Zelda: Oracle of Ages	0.92	0.53	0.41	0.06
897	Need for Speed: Shift	0.73	0.97	0.01	0.22
898	Monopoly	0.87	0.85	0	0.2
899	Red Faction	0.76	0.96	0	0.2
900	The Sims: Makin' Magic	1.03	0.8	0	0.09
901	MX Unleashed	0.94	0.73	0	0.25
902	PaRappa The Rapper	0.26	0.16	1.46	0.03
903	Toy Story Mania!	1.06	0.67	0	0.18
904	Mario Party 3	0.72	0.16	1.01	0.02
905	Star Wars: The Force Unleashed	1.14	0.57	0	0.19
906	Game Party 2	1.3	0.44	0	0.17
907	Destiny: The Taken King	0.77	0.78	0.04	0.31
908	LEGO Star Wars III: The Clone Wars	1.08	0.66	0	0.17
909	Star Wars Rogue Leader: Rogue Squadron II	1.03	0.75	0.03	0.09
910	Max Payne 3	0.59	0.92	0.06	0.32
911	Need for Speed Rivals	0.73	0.91	0.03	0.22
912	Madden NFL 09	1.56	0.15	0	0.18
913	Yokai Watch	0.21	0.3	1.33	0.04
914	Ratchet & Clank Future: A Crack in Time	1.05	0.54	0.03	0.26
915	Yu-Gi-Oh! Forbidden Memories	1.37	0.44	0	0.08
916	Mortal Kombat: Deception	0.92	0.72	0	0.24
917	Hot Shots Golf 2	0.25	0.12	1.48	0.03
918	Medal of Honor: European Assault (All Region sales)	0.89	0.69	0.09	0.21
919	WCW Nitro	1.42	0.36	0.03	0.07
920	High School Musical: Sing It!	0.47	0.08	0	1.33
921	Star Fox Adventures	0.96	0.53	0.3	0.09
922	FIFA 2000	0.22	1.47	0.04	0.14
923	Dynasty Warriors 3	0.53	0.16	1.07	0.1
924	Donkey Kong Country Returns	0.73	0.62	0.4	0.12
925	The Legend of Zelda: Oracle of Seasons	0.87	0.52	0.41	0.06
926	Madden NFL 06	1.75	0.03	0	0.08
927	Shrek 2	1.12	0.69	0.03	0.02
928	The Legend of Dragoon	0.94	0.44	0.39	0.1
929	Turok 2: Seeds of Evil	1.37	0.41	0.04	0.04
930	SingStar	0	1.37	0	0.49
931	LittleBigPlanet 3	0.64	0.92	0.01	0.29
932	NBA Live 2002	0.91	0.71	0	0.24
933	Phineas and Ferb	1.34	0.37	0	0.15
934	Chrono Cross	0.62	0.42	0.69	0.12
935	GoldenEye 007 (2010)	0.85	0.71	0.13	0.16
936	Mario Party: Island Tour	0.61	0.59	0.55	0.11
937	Jak 3	1.33	0.49	0	0.03
938	Rayman Raving Rabbids 2	0.83	0.82	0	0.2
939	Kingdom Hearts: Chain of Memories	1.26	0.18	0.35	0.06
940	Pinball	0.8	0.19	0.83	0.03
941	inFAMOUS 2	1.05	0.49	0.08	0.23
942	Gran Turismo Concept 2001 Tokyo	0	1.1	0.42	0.33
943	Demon's Souls	0.97	0.34	0.35	0.18
944	NCAA Football 06	1.53	0.05	0	0.25
945	Hey You				
946	2 Games in 1: Sonic Advance & ChuChu Rocket!	1.31	0.49	0	0.03
947	World of Warcraft: Mists of Pandaria	0.84	0.76	0	0.23
948	Jet Moto	1.33	0.4	0.03	0.07
