Rank	Name	NA_Sales	EU_Sales	JP_Sales	Other_Sales
3122	Harry Potter and the Goblet of Fire	0.54	0.02	0	0.09
3123	SingStar R&B	0	0.05	0	0.6
3124	Mary-Kate and Ashley: Magical Mystery Mall	0.36	0.24	0	0.04
3125	MX vs. ATV Untamed	0.35	0.18	0	0.12
3126	Disney Sing It: Party Hits	0.5	0.11	0	0.05
3127	Dead or Alive 5	0.23	0.15	0.2	0.07
3128	Star Ocean: First Departure	0.2	0.14	0.22	0.09
3129	Super Robot Taisen Impact	0	0	0.65	0
3130	Dragon Age: Inquisition	0.26	0.23	0.05	0.1
3131	The Black Eyed Peas Experience	0.39	0.2	0	0.06
3132	Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken	0	0	0.65	0
3133	Sengoku Basara: Samurai Heroes	0.17	0.04	0.4	0.03
3134	Crysis 3	0.17	0.39	0	0.09
3135	Paws & Claws: Pet Vet	0.6	0	0	0.05
3136	Harry Potter and the Half-Blood Prince	0.13	0.07	0	0.44
3137	Crash Bandicoot Purple: Ripto's Rampage	0.46	0.17	0	0.01
3138	Diablo III	0.35	0.24	0	0.05
3139	Spyro: A Hero's Tail	0.32	0.25	0	0.08
3140	Crash of the Titans	0.25	0.25	0	0.15
3141	Aliens: Colonial Marines	0.2	0.31	0	0.13
3142	Crash: Twinsanity	0.32	0.25	0	0.08
3143	Test Drive Unlimited 2	0.16	0.35	0.01	0.12
3144	Max Payne 2: The Fall of Max Payne	0.47	0.15	0	0.02
3145	Dragon Ball: Raging Blast 2	0.49	0.09	0.01	0.05
3146	GoldenEye: Rogue Agent	0.54	0.02	0	0.09
3147	NBA 2K17	0.54	0.04	0	0.07
3148	Lost Planet: Extreme Condition	0.31	0.17	0.07	0.09
3149	XCOM: Enemy Unknown	0.36	0.23	0	0.05
3150	Rayman 3D	0.23	0.35	0	0.06
3151	LEGO Marvel's Avengers	0.25	0.29	0	0.1
3152	James Bond 007: Everything or Nothing	0.43	0.19	0	0.02
3153	X2: Wolverine's Revenge	0.31	0.24	0	0.08
3154	Stuntman: Ignition	0.25	0.32	0	0.07
3155	NBA Live 06	0.57	0.04	0	0.03
3156	Dragon Age II	0.23	0.33	0	0.09
3157	LEGO Star Wars II: The Original Trilogy	0.55	0.04	0	0.05
3158	Tom Clancy's Rainbow Six	0.48	0.15	0	0.01
3159	Castlevania	0.44	0.1	0.04	0.05
3160	Rayman 2: The Great Escape	0.4	0.22	0	0.02
3161	Nicktoons Collection: Game Boy Advance Video Volume 1	0.46	0.17	0	0.01
3162	The Lord of the Rings: Conquest	0.37	0.21	0	0.06
3163	TimeSplitters 2	0.29	0.33	0	0.01
3164	Onimusha: Dawn of Dreams	0.15	0.12	0.34	0.04
3165	NieR	0.17	0.2	0.2	0.07
3166	The Princess and the Frog	0.41	0.17	0	0.06
3167	Sega Rally Revo	0.07	0.43	0	0.14
3168	SpongeBob SquarePants: Game Boy Advance Video Volume 1	0.46	0.17	0	0.01
3169	Gravity Rush	0.26	0.2	0.09	0.1
3170	Konami Collector's Series: Arcade Advanced	0.46	0.17	0	0.01
3171	White Knight Chronicles II	0.23	0.09	0.27	0.05
3172	Wolfenstein	0.25	0.28	0	0.11
3173	Jampack Volume 13 (RP-T)	0.31	0.24	0	0.08
3174	LEGO Dimensions	0.22	0.32	0	0.1
3175	Start the Party!	0.07	0.42	0	0.14
3176	Cruis'n World	0.59	0.04	0	0.01
3177	Madden NFL 2001	0.6	0.03	0	0.01
3178	NBA Live 08	0.56	0.02	0.01	0.05
3179	The Walking Dead: Survival Instinct	0.46	0.12	0	0.05
3180	Donkey Kong Barrel Blast	0.2	0.26	0.11	0.06
3181	Okami	0.45	0.1	0.04	0.05
3182	Lemony Snicket's A Series of Unfortunate Events	0.31	0.24	0	0.08
3183	Middle-Earth: Shadow of Mordor	0.2	0.33	0.01	0.1
3184	Family Feud: 2010 Edition	0.59	0	0	0.04
3185	Red Steel 2	0.36	0.21	0.01	0.06
3186	X-Men Legends II: Rise of Apocalypse	0.53	0.02	0	0.09
3187	Nightmare Creatures	0.35	0.24	0	0.04
3188	SingStar Queen	0.08	0.12	0	0.44
3189	Just Dance 2015	0.41	0.16	0	0.06
3190	F1 2013	0.01	0.45	0.03	0.15
3191	Juiced 2: Hot Import Nights	0.22	0.34	0	0.07
3192	Tony Hawk's Pro Skater 2x	0.41	0.19	0	0.03
3193	Sim Theme Park	0.35	0.24	0	0.04
3194	FIFA Soccer 2003	0.2	0.4	0	0.04
3195	Ghostbusters: The Video Game	0.43	0.14	0	0.06
3196	Monster Hunter 2	0	0	0.63	0
3197	NASCAR 06: Total Team Control	0.53	0.02	0	0.09
3198	Tony Hawk's Project 8	0.3	0.23	0.01	0.1
3199	Dogz	0.45	0.17	0	0.01
3200	Disney Universe	0.3	0.23	0	0.09
3201	Guitar Hero: Metallica	0.28	0.24	0	0.1
3202	Iron Man	0.46	0.09	0	0.09
3203	Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb	0	0	0.63	0
3204	Harry Potter and the Half-Blood Prince	0.21	0.35	0	0.07
3205	A Bug's Life	0.49	0.13	0	0.01
3206	Super Castlevania IV	0.32	0.05	0.25	0.01
3207	DJ Hero 2	0.49	0.09	0	0.04
3208	Angry Birds Trilogy	0.38	0.2	0	0.05
3209	Condemned 2: Bloodshot	0.38	0.19	0	0.06
3210	Cabela's Big Game Hunter (2008)	0.58	0	0	0.05
3211	Mobile Suit Z Gundam: AEUG vs. Titans	0	0	0.63	0
3212	Just Dance 3	0.33	0.21	0	0.09
3213	Call of Duty: Black Ops	0.54	0.05	0	0.04
3214	God of War III	0.23	0.29	0.01	0.1
3215	Ape Escape 2	0.12	0.09	0.38	0.03
3216	Metroid Prime: Trilogy	0.43	0.05	0	0.14
3217	X-Man	0.58	0.04	0	0.01
3218	Transformers: Revenge of the Fallen (XBox 360				
3219	Advance Wars: Days of Ruin	0.44	0.13	0	0.06
3220	The Sims 3: Generations	0.4	0.23	0	0
3221	The Crew	0.24	0.34	0	0.05
3222	Battle of Giants: Dragons	0.31	0.25	0	0.06
3223	Dragon Quest Monsters Joker 3	0	0	0.63	0
3224	Sonic & All-Stars Racing Transformed	0.2	0.37	0	0.06
3225	Shin Megami Tensei: Persona 3 FES	0.22	0.2	0.16	0.05
3226	FIFA Soccer 2002	0.31	0.24	0	0.08
3227	Shin Megami Tensei: Persona 3 Portable	0.18	0.06	0.34	0.04
3228	Final Fantasy VII International	0	0	0.59	0.04
3229	Tiger Woods PGA Tour 12: The Masters	0.4	0.17	0	0.05
3230	Okami	0.11	0.03	0.15	0.34
3231	NHL 2001	0.35	0.24	0	0.04
3232	World of Zoo	0.41	0.16	0	0.05
3233	LEGO Jurassic World	0.35	0.22	0	0.06
3234	Wet	0.22	0.27	0.01	0.11
3235	MySims Racing	0.26	0.29	0	0.07
3236	Buzz Lightyear of Star Command	0.35	0.24	0	0.04
3237	Namco Museum	0.48	0.13	0	0.02
3238	Nobunaga no Yabou: Haouden	0.3	0	0.32	0
3239	Virtua Cop	0	0	0.62	0
3240	Metal Gear Solid 2: Substance	0.38	0.22	0	0.03
3241	Tony Hawk's American Wasteland	0.4	0.2	0	0.03
3242	WWF in Your House	0.35	0.24	0	0.04
3243	Prince of Persia: The Forgotten Sands	0.3	0.26	0	0.06
3244	Vanquish	0.21	0.22	0.11	0.09
3245	Wild ARMs 3	0.16	0.13	0.29	0.04
3246	NBA ShootOut '97	0.35	0.24	0	0.04
3247	Sacred 2: Fallen Angel	0.22	0.23	0.08	0.09
3248	Madden NFL 07	0.48	0.13	0	0.02
3249	Far Cry 4	0.15	0.42	0	0.05
3250	Battlezone	0.58	0.03	0	0.01
3251	Tiger Woods PGA Tour 2004	0.47	0.13	0	0.02
3252	LEGO Pirates of the Caribbean: The Video Game	0.29	0.28	0	0.06
3253	Pro Evolution Soccer 2015	0.1	0.23	0.22	0.08
3254	Evolve	0.36	0.2	0	0.06
3255	Tak 2: The Staff of Dreams	0.3	0.24	0	0.08
3256	Dead Island: Riptide	0.26	0.2	0.07	0.09
3257	Warriors Orochi 3	0	0.04	0.57	0.01
3258	Bolt	0.35	0.21	0	0.06
3259	Viewtiful Joe	0.38	0.1	0.12	0.02
3260	The Urbz: Sims in the City	0.37	0.22	0	0.03
3261	Beetle Adventure Racing!	0.4	0.2	0	0.02
3262	FIFA Soccer	0.17	0.34	0.02	0.09
3263	Disney's 102 Dalmatians: Puppies to the Rescue	0.34	0.23	0	0.04
3264	Wipeout: The Game	0.58	0	0	0.04
3265	Strike Force Bowling	0.3	0.24	0	0.08
3266	SpongeBob's Atlantis SquarePantis	0.57	0.01	0	0.04
3267	Metal Gear Solid V: Ground Zeroes	0.14	0.14	0.27	0.06
3268	Halloween	0.58	0.03	0	0.01
3269	Dragon Ball Z: Ultimate Tenkaichi	0.27	0.18	0.09	0.08
3270	WWE SmackDown vs. Raw 2010	0.25	0.23	0	0.14
3271	Bass Landing	0.21	0.14	0.23	0.04
3272	XGRA: Extreme G-Racing Association	0.3	0.24	0	0.08
3273	Mario's Picross	0	0	0.62	0
3274	Pac-Man Player's Choice Bundle	0.48	0.12	0	0.02
3275	Rocksmith 2014	0.34	0.17	0	0.11
3276	Fighters MEGAMiX	0	0	0.62	0
3277	Bahamut Lagoon	0	0	0.62	0
3278	Wall-E	0.29	0.26	0	0.07
3279	Tomb Raider III: Adventures of Lara Croft	0.59	0.03	0	0
3280	Toshochu: Run for Money	0	0	0.62	0
3281	Dragon Quest Monsters: Joker 2 Professional	0	0	0.62	0
3282	NFL Quarterback Club 99	0.59	0.02	0	0
3283	Super Robot Taisen ‹¨«‹¨« Ga	0	0	0.58	0.04
3284	Formula 1: Championship Edition	0	0.57	0.04	0
3285	Muramasa: The Demon Blade	0.33	0.13	0.11	0.04
3286	NBA 2K9	0.56	0	0	0.05
3287	SingStar Singalong With Disney	0	0.04	0	0.57
3288	NHL 16	0.35	0.15	0	0.11
3289	Plants vs. Zombies: Garden Warfare	0.21	0.29	0.01	0.11
3290	NFL Fever 2003	0.46	0.13	0	0.02
3291	Samurai Warriors 2	0.02	0.02	0.57	0.01
3292	Dynasty Warriors 8	0.12	0.11	0.34	0.05
3293	Disney Sing It: Family Hits	0.39	0.18	0	0.05
3294	2 Games in 1: Sonic Battle & ChuChu Rocket!	0.44	0.16	0	0.01
3295	Robotech: Battlecry	0.3	0.23	0	0.08
3296	Dora the Explorer: Super Spies	0.44	0.16	0	0.01
3297	New Carnival Games	0.35	0.21	0	0.05
3298	Tony Hawk: RIDE	0.46	0.1	0	0.05
3299	Just Dance 2014	0.33	0.23	0	0.05
3300	Cooking Mama 4: Kitchen Magic!	0.5	0.07	0	0.04
3301	Texas Hold 'Em Poker	0.44	0.16	0	0.01
3302	Time Crisis 3	0.3	0.23	0	0.08
3303	Cabela's Monster Buck Hunter	0.58	0	0	0.03
3304	Ganbaru Watashi no Kakei Diary	0	0	0.61	0
3305	pro evolution soccer 2011	0.09	0.44	0	0.07
3306	New Play Control! Donkey Kong Jungle Beat	0.24	0.17	0.14	0.05
3307	Small Soldiers	0.34	0.23	0	0.04
3308	Yakuza: Dead Souls	0.09	0.07	0.42	0.03
3309	Littlest Pet Shop: Garden	0.31	0.24	0	0.06
3310	Half-Life 2	0.37	0.21	0	0.03
3311	Duke Nukem: Total Meltdown	0.34	0.23	0	0.04
3312	Pac-Man Party	0.47	0.09	0.01	0.04
3313	Jak and Daxter: The Lost Frontier	0.18	0.27	0	0.15
3314	Major League Baseball 2K8	0.56	0	0	0.05
3315	SimCity DS	0.33	0.03	0.21	0.03
3316	Major League Baseball 2K9	0.56	0	0	0.05
3317	Petz: Dogz Pack	0.56	0	0	0.05
3318	Split/Second	0.32	0.23	0	0.06
3319	Final Fantasy IV Advance	0.27	0.1	0.22	0.01
3320	Madden NFL 2003	0.44	0.16	0	0.01
3321	Tomb Raider Chronicles	0.34	0.23	0	0.04
3322	Harry Potter and the Goblet of Fire	0.44	0.16	0	0.01
3323	Dragon Ball Z: Buu's Fury	0.44	0.16	0	0.01
3324	Madden NFL 2002	0.47	0.12	0	0.02
3325	Guitar Hero: Smash Hits	0.33	0.21	0	0.06
3326	Disney TH!NK Fast: The Ultimate Trivia Showdown	0.37	0.16	0.01	0.06
3327	Spider-Man: Mysterio's Menace	0.43	0.16	0	0.01
3328	Madden NFL 2000	0.58	0.02	0	0
3329	Transformers: The Game (XBox 360				
3330	Game & Watch Gallery 4	0.43	0.16	0	0.01
3331	Littlest Pet Shop: Jungle	0.34	0.2	0	0.06
3332	Naruto: Ultimate Ninja	0.5	0.02	0	0.08
3333	Fighters Uncaged	0.31	0.24	0	0.06
3334	Call of Juarez: Bound in Blood	0.3	0.24	0	0.06
3335	New Play Control! Pikmin 2	0.11	0.14	0.33	0.02
3336	Tony Hawk's Underground	0.43	0.16	0	0.01
3337	Hot Shots Golf: World Invitational	0.19	0.11	0.25	0.06
3338	Monster Trucks	0.43	0.16	0	0.01
3339	Shadow The Hedgehog	0.5	0.02	0	0.08
3340	Wave Race: Blue Storm	0.4	0.1	0.09	0.02
3341	Backyard Wrestling: Don't Try This at Home	0.3	0.23	0	0.08
3342	Fight Night Round 2	0.42	0.16	0	0.02
3343	MonHun Nikki: Poka Poka Ailu Mura	0	0	0.6	0
3344	The Golden Compass	0.28	0.25	0	0.06
3345	NBA 2K8	0.5	0.02	0	0.08
3346	Phineas and Ferb: Across the 2nd Dimension	0.36	0.19	0	0.05
3347	Disney Infinity	0.33	0.22	0	0.05
3348	The Golden Compass	0.26	0.28	0	0.07
3349	WarioWare D.I.Y.	0.18	0.19	0.2	0.04
3350	Tony Hawk: RIDE	0.38	0.15	0	0.08
3351	LEGO Jurassic World	0.31	0.22	0.03	0.05
3352	Alice: Madness Returns	0.22	0.25	0.04	0.09
3353	LEGO The Hobbit	0.12	0.37	0	0.1
3354	Suikoden	0.21	0.14	0.21	0.04
3355	Secret Agent Clank	0.13	0.18	0	0.29
3356	Rayman Arena	0.29	0.23	0	0.08
3357	Avatar: The Game	0.22	0.24	0	0.14
3358	Jaws Unleashed	0.5	0.02	0	0.08
3359	Puyo Puyo Sun	0	0	0.6	0
3360	Half-Life	0.29	0.23	0	0.08
3361	Tomb Raider (2013)	0.34	0.21	0	0.05
3362	Mickey's Speedway USA	0.37	0.08	0.14	0.01
3363	International Superstar Soccer 64	0.09	0.26	0.23	0.02
3364	Skylanders SWAP Force	0.4	0.15	0	0.06
3365	NASCAR Heat 2002	0.29	0.23	0	0.08
3366	Disney Sing It! High School Musical 3: Senior Year	0.32	0.23	0	0.04
3367	From TV Animation One Piece: Grand Battle 2	0	0	0.56	0.04
3368	BeatMania Append 3rdMix	0	0	0.56	0.04
3369	PGR3 - Project Gotham Racing 3	0.49	0.03	0.03	0.05
3370	XCOM: Enemy Unknown	0.24	0.25	0	0.11
3371	Blur	0.25	0.28	0	0.06
3372	Xena: Warrior Princess	0.33	0.23	0	0.04
3373	Scribblenauts: Unlimited	0.55	0.01	0	0.04
3374	Front Mission	0	0	0.6	0
3375	NHL 11	0.4	0.13	0	0.07
3376	Kinect Rush: A Disney Pixar Adventure	0.38	0.16	0	0.05
3377	Monopoly	0.34	0.2	0	0.06
3378	Disney Infinity 2.0: Marvel Super Heroes	0.26	0.24	0	0.1
3379	Major League Baseball 2K7	0.29	0.23	0	0.08
3380	Asphalt: Urban GT	0.31	0.22	0	0.06
3381	The Fight: Lights Out	0.29	0.22	0	0.09
3382	Dai-2-Ji Super Robot Taisen ‹¨	0	0	0.6	0
3383	Pokemon Trozei!	0.26	0	0.31	0.02
3384	Dead Space	0	0.53	0	0.06
3385	Hot Wheels: Stunt Track Challenge	0.29	0.23	0	0.08
3386	Rayman Origins	0.13	0.35	0	0.11
3387	London 2012: The Official Video Game of the Olympic Games	0.07	0.46	0	0.07
3388	Beijing 2008	0.15	0.38	0	0.07
3389	Dai-3-Ji Super Robot Taisen ‹¨«‹¨«: Shuuen no Gin	0	0	0.59	0
3390	Jeopardy!	0.56	0	0	0.03
3391	Jikkyou Powerful Pro Yakyuu '97 Kaimakuban	0	0	0.56	0.04
3392	Assassin's Creed: Brotherhood	0.15	0.34	0	0.1
3393	CyberTiger	0.33	0.22	0	0.04
3394	Jampack Fall 2001	0.33	0.22	0	0.04
3395	Medal of Honor: Frontline	0.46	0.12	0	0.02
3396	Final Fantasy: The 4 Heroes of Light	0.23	0.11	0.23	0.03
3397	Iron Man	0.31	0.22	0	0.06
3398	Kane & Lynch 2: Dog Days	0.17	0.28	0.05	0.1
3399	NFL Blitz 2001	0.33	0.22	0	0.04
3400	Total War: Shogun 2	0.19	0.31	0	0.09
3401	Jikkyou Powerful Pro Yakyuu '98 Kaimakuban	0	0	0.55	0.04
3402	Rock Band 2	0.29	0.23	0	0.08
3403	Yakuza 5	0	0	0.59	0
3404	LEGO Indiana Jones 2: The Adventure Continues	0.21	0.24	0	0.14
3405	BurgerTime	0.55	0.03	0	0.01
3406	Naruto: The Broken Bond	0.24	0.28	0	0.07
3407	2002 FIFA World Cup	0.21	0.17	0.16	0.06
3408	MVP Baseball 2004	0.44	0.13	0	0.02
3409	Crash Bandicoot: The Wrath of Cortex	0.46	0.12	0	0.02
3410	Smurf: Rescue In Gargamel's Castle	0.55	0.03	0	0.01
3411	Spelling Challenges and more!	0.54	0	0	0.04
3412	Go Diego Go! Great Dinosaur Rescue	0.53	0.02	0	0.04
3413	Transformers: The Game (XBox 360				
3414	Extreme-G	0.47	0.11	0	0.01
3415	Ready 2 Rumble Boxing	0.47	0.11	0	0.01
3416	Payday 2	0.33	0.21	0	0.05
3417	Dead or Alive Xtreme Beach Volleyball	0.36	0.08	0.14	0.02
3418	Tales of Rebirth	0	0	0.59	0
3419	SoulCalibur V	0.39	0.14	0.02	0.04
3420	NHL 12	0.36	0.16	0	0.07
3421	Tales of Zestiria	0.05	0.09	0.42	0.03
3422	Silent Hill: Shattered Memories	0.13	0.22	0.01	0.23
3423	Madden NFL 06	0.54	0	0.01	0.03
3424	Skate it	0.51	0.04	0	0.05
3425	Game Party in Motion	0.36	0.18	0	0.05
3426	Barbie: Race & Ride	0.33	0.22	0	0.04
3427	Lost: Via Domus	0.18	0.34	0	0.07
3428	Mega Man Anniversary Collection	0.29	0.22	0	0.08
3429	Final Fantasy Anniversary Edition	0.39	0.02	0.13	0.04
3430	Dark Souls II	0.2	0.22	0.08	0.08
3431	Ben 10: Alien Force	0.35	0.14	0	0.1
3432	Deus Ex: Human Revolution	0.25	0.25	0	0.09
3433	Zumba Fitness	0.28	0.21	0	0.09
3434	Harvest Moon: Friends of Mineral Town	0.34	0.13	0.11	0.01
3435	Backyard NBA Basketball	0.29	0.22	0	0.07
3436	FIFA Soccer 10	0.14	0.37	0	0.07
3437	Kirby's Dream Course	0	0	0.59	0
3438	Doom 3 BFG Edition	0.26	0.22	0	0.1
3439	Mega Man X7	0.22	0.17	0.14	0.06
3440	Top Spin 3	0.15	0.37	0	0.07
3441	Petz Dogz 2	0.53	0.01	0	0.04
3442	SpongeBob SquarePants featuring Nicktoons: Globs of Doom	0.29	0.22	0	0.07
3443	The Conduit	0.29	0.23	0	0.06
3444	Just Dance 2016	0.28	0.25	0	0.05
3445	Tokimeki Memorial: Forever with You	0	0	0.55	0.04
3446	Diablo	0.29	0.19	0.07	0.04
3447	Cabela's Dangerous Hunts 2011	0.53	0.02	0	0.04
3448	NHL 15	0.3	0.18	0	0.1
3449	Q*bert	0.55	0.03	0	0.01
3450	Romancing SaGa	0.06	0.04	0.47	0.01
3451	The Lord of the Rings: The Third Age	0.49	0.02	0	0.08
3452	Harvest Moon: Sunshine Islands	0.35	0.03	0.17	0.03
3453	Trivial Pursuit	0.21	0.31	0	0.07
3454	The Legend of Spyro: Dawn of the Dragon	0.35	0.18	0	0.05
3455	The Sims 3: World Adventures	0.02	0.18	0	0.39
3456	Kinect Sports Rivals	0.3	0.22	0.02	0.04
3457	Rayman Origins	0.23	0.29	0	0.07
3458	WWE 2K16	0.31	0.22	0	0.05
3459	Titanfall	0.21	0.3	0	0.07
3460	NCAA Football 09	0.54	0	0	0.04
3461	Tom Clancy's HAWX	0.31	0.19	0.02	0.06
3462	Sammy Sosa High Heat Baseball 2001	0.32	0.22	0	0.04
3463	Frozen: Olaf's Quest	0.27	0.26	0	0.05
3464	Terminator 3: Rise of the Machines	0.28	0.22	0	0.07
3465	Transformers: War for Cybertron (XBox 360				
3466	Harvest Moon: The Tale of Two Towns	0.27	0.06	0.22	0.03
3467	FIFA: Road to  World Cup 98	0.15	0.39	0	0.03
3468	World Cup 98	0.14	0.4	0	0.04
3469	International Superstar Soccer '98	0.06	0.3	0.19	0.03
3470	NASCAR: Dirt to Daytona	0.28	0.22	0	0.07
3471	Unreal Tournament	0.28	0.22	0	0.07
3472	Digimon World 2	0.23	0.16	0.16	0.04
3473	Tales of Phantasia	0	0	0.54	0.04
3474	Prince of Persia: The Two Thrones	0.33	0.22	0	0.03
3475	Xenosaga Episode II: Jenseits von Gut und B‹¨«‹	0.28	0.22	0	0.07
3476	Gex: Enter the Gecko	0.32	0.22	0	0.04
3477	Shrek 2: Beg for Mercy	0.42	0.15	0	0.01
3478	Mega Man Star Force 2: Zerker x Ninja / Saurian	0.25	0	0.31	0.02
3479	JoJo's Bizarre Adventure: All Star Battle	0.05	0.02	0.5	0.01
3480	Petz Nursery	0.53	0	0	0.04
3481	Contra: Shattered Soldier	0.28	0.22	0	0.07
3482	Championship Motocross featuring Ricky Carmichael	0.32	0.22	0	0.04
3483	Dragon Ball Z: Chou Saiya Densetsu	0	0	0.58	0
3484	NBA 2K7	0.53	0	0	0.04
3485	WWE 2K16	0.21	0.27	0	0.09
3486	Phoenix Wright: Ace Attorney - Justice for All	0.24	0.05	0.26	0.03
3487	Fire Emblem: Seisen no Keifu	0	0	0.58	0
3488	Rock Band 3	0.43	0.09	0	0.06
3489	Disgaea 4: A Promise Unforgotten	0.27	0.11	0.14	0.06
3490	BlazBlue: Calamity Trigger	0.36	0.1	0.06	0.06
3491	Tenchu 2: Birth of the Stealth Assassins	0.32	0.22	0	0.04
3492	Tony Hawk's Pro Skater 4	0.45	0.12	0	0.02
3493	MLB 11: The Show	0.54	0	0	0.04
3494	Naruto: Uzumaki Chronicles 2	0.28	0.22	0	0.07
3495	NHL 06	0.48	0.02	0	0.08
3496	NHL 10	0.38	0.12	0	0.07
3497	Rooms: The Main Building	0.1	0.41	0.01	0.06
3498	Rapala: We Fish	0.52	0.02	0	0.04
3499	Parasite Eve II	0.32	0.22	0	0.04
3500	Tetris Party Deluxe	0.34	0.17	0.02	0.05
3501	NFL Blitz 2000	0.55	0.02	0	0
3502	Ratchet & Clank: Quest for Booty	0	0.53	0	0.04
3503	Madden NFL 2002	0.53	0.02	0	0.03
3504	NCAA Football 10	0.28	0.22	0	0.07
3505	Top Spin 3	0.08	0.37	0	0.12
3506	Shin Megami Tensei IV	0.28	0	0.27	0.02
3507	Theme Park	0.24	0.16	0.13	0.04
3508	Blacksite: Area 51	0.29	0.23	0	0.06
3509	Spider-Man 3	0.49	0.04	0	0.04
3510	ATV Offroad Fury: Blazin' Trails	0.53	0	0	0.04
3511	Far Cry Instincts	0.32	0.24	0	0.02
3512	Hasbro Family Game Night	0.28	0.22	0	0.07
3513	Tony Hawk's Pro Skater 4	0.41	0.15	0	0.01
3514	Up	0.23	0.28	0	0.06
3515	Tales of the Abyss	0	0	0.57	0
3516	Disney Universe	0.37	0.15	0	0.05
3517	Iron Man	0.27	0.24	0	0.06
3518	Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu	0	0	0.54	0.04
3519	Spyro Orange: The Cortex Conspiracy	0.41	0.15	0	0.01
3520	Enslaved: Odyssey to the West	0.24	0.24	0.01	0.09
3521	SpongeBob SquarePants featuring Nicktoons: Globs of Doom	0.53	0	0	0.04
3522	Beyond The Beyond	0.11	0.08	0.35	0.04
3523	Ben 10: Alien Force	0.22	0.02	0	0.33
3524	Tomb Raider: Anniversary	0.21	0.23	0	0.13
3525	Warhammer 40				
3526	Madden NFL 06	0.44	0.11	0	0.02
3527	No More Heroes	0.3	0.17	0.04	0.05
3528	Assassin's Creed II	0.01	0.45	0	0.11
3529	Petz Wild Animals: Tigerz	0.52	0.01	0	0.04
3530	Naruto: Ultimate Ninja 2	0.47	0.02	0	0.08
3531	Defiance	0.38	0.15	0	0.04
3532	Dogz	0.51	0.02	0	0.04
3533	3D Dot Game Heroes	0.36	0.12	0.03	0.07
3534	The Mysterious Murasame Castle	0	0	0.57	0
3535	NBA Hangtime	0.48	0.08	0	0
3536	Jillian Michaels Fitness Ultimatum 2010	0.52	0.01	0	0.04
3537	Pro Evolution Soccer 2012	0.1	0.12	0.29	0.07
3538	Grease	0.27	0.25	0	0.05
3539	Blood Wake	0.43	0.12	0	0.02
3540	Dynasty Warriors 5: Xtreme Legends	0.11	0.08	0.35	0.03
3541	Skylanders: Spyro's Adventure	0.32	0.2	0	0.05
3542	Dora The Explorer: Dora Saves the Snow Princess	0.5	0.03	0	0.04
3543	Jampack Summer 2002	0.28	0.22	0	0.07
3544	FIFA World Cup Germany 2006	0.47	0.02	0	0.08
3545	Wreckless: ThE YaKuza MisSiOns	0.42	0.11	0.02	0.02
3546	Super Bomberman	0	0	0.57	0
3547	SpongeBob SquarePants: Battle for Bikini Bottom	0.45	0.1	0	0.02
3548	Spec Ops: The Line	0.19	0.25	0.04	0.09
3549	SD Gundam G Generation Neo	0	0	0.57	0
3550	Bratz 4 Real	0.29	0.22	0	0.06
3551	RalliSport Challenge	0.39	0.16	0	0.02
3552	Resident Evil Outbreak File #2	0.19	0.15	0.17	0.05
3553	Bob the Builder: Can We Fix It?	0.31	0.21	0	0.04
3554	XIII	0.28	0.22	0	0.07
3555	NHL 14	0.28	0.19	0	0.09
3556	LEGO Rock Band	0.4	0.12	0	0.05
3557	Bolt	0.19	0.31	0	0.06
3558	Top Spin 3	0.09	0.4	0	0.07
3559	Tom Clancy's HAWX	0.21	0.22	0.05	0.09
3560	LEGO Dimensions	0.24	0.28	0	0.05
3561	Breath of Fire IV	0.11	0.08	0.34	0.04
3562	True Crime: Streets of LA	0.44	0.11	0	0.02
3563	Odin Sphere	0.23	0.18	0.09	0.06
3564	Donkey Kong Jungle Climber	0.26	0.04	0.24	0.03
3565	The Incredible Hulk	0.4	0.15	0	0.01
3566	Ms. Pac-Man Maze Madness	0.4	0.15	0	0.01
3567	Arena Football	0.28	0.22	0	0.07
3568	The Lord of the Rings: The Return of the King	0.4	0.15	0	0.01
3569	NHL Hitz 20-02	0.28	0.22	0	0.07
3570	Classic NES Series: Dr. Mario	0.31	0.11	0.13	0.01
3571	The Sims: Bustin' Out	0.4	0.14	0	0.02
3572	NCAA March Madness 07	0.28	0.22	0	0.07
3573	Monsters				
3574	Harry Potter Collection	0.28	0.21	0	0.07
3575	Tony Hawk's Project 8	0.41	0.08	0	0.07
3576	Yu-Gi-Oh! World Championship Tournament 2004	0.4	0.15	0	0.01
3577	Cabela's Big Game Hunter 2005 Adventures	0.28	0.21	0	0.07
3578	Hotel Dusk: Room 215	0.27	0.05	0.22	0.03
3579	Knockout Kings 2001	0.28	0.21	0	0.07
3580	Army Men: Sarge's Heroes	0.31	0.21	0	0.04
3581	Phineas and Ferb: Across the 2nd Dimension	0.32	0.19	0	0.05
3582	Petz Dogz 2	0.28	0.21	0	0.07
3583	Battlefield 2: Modern Combat	0.39	0.15	0	0.02
3584	Wolfenstein	0.28	0.22	0	0.06
3585	All-Star Baseball 2002	0.27	0.21	0	0.07
3586	Backyard NFL Football	0.4	0.15	0	0.01
3587	Need for Speed: Most Wanted	0.43	0.11	0	0.02
3588	NASCAR Rumble	0.31	0.21	0	0.04
